Index,Date_time,Temperature
254,07-02-2020,23
255,08-02-2020,23
256,09-02-2020,23
257,10-02-2020,23
258,11-02-2020,23
259,12-02-2020,23
260,13-02-2020,23
261,14-02-2020,22
262,15-02-2020,23
263,16-02-2020,22
264,17-02-2020,22
265,18-02-2020,22
266,19-02-2020,23
267,20-02-2020,23
268,21-02-2020,23
269,22-02-2020,24
270,23-02-2020,24
271,24-02-2020,23
272,25-02-2020,23
273,26-02-2020,23
274,27-02-2020,23
275,28-02-2020,23
276,29-02-2020,23
277,01-03-2020,24
278,02-03-2020,23
279,03-03-2020,24
280,04-03-2020,25
281,05-03-2020,23
282,06-03-2020,24
283,07-03-2020,24
284,08-03-2020,23
285,09-03-2020,24
286,10-03-2020,23
287,11-03-2020,24
288,12-03-2020,24
289,13-03-2020,24
290,14-03-2020,23
291,15-03-2020,24
292,16-03-2020,23
293,17-03-2020,23
294,18-03-2020,23
295,19-03-2020,24
296,20-03-2020,24
297,21-03-2020,24
298,22-03-2020,24
299,23-03-2020,23
300,24-03-2020,24
301,25-03-2020,24
302,26-03-2020,24
303,27-03-2020,23
304,28-03-2020,24
305,29-03-2020,24
306,30-03-2020,24
307,31-03-2020,24
