id,"Date, Time","Pressure, mbar (LGR S/N: 10529093, SEN S/N: 10517822)","Wind Speed, m/s (LGR S/N: 10529093, SEN S/N: 10526471)","Gust Speed, m/s (LGR S/N: 10529093, SEN S/N: 10526471)","Wind Direction, ø (LGR S/N: 10529093, SEN S/N: 10526505)","Water Content, m³/m³ (LGR S/N: 10529093, SEN S/N: 10526578)",Temp,"RH, % (LGR S/N: 10529093, SEN S/N: 10528977)","DewPt, °C (LGR S/N: 10529093, SEN S/N: 10528977)","PAR, uE (LGR S/N: 10529093, SEN S/N: 10532230)","Rain, mm (LGR S/N: 10529093, SEN S/N: 10534353)","Batt, V (LGR S/N: 10529093)"
18242,04-08-2015 12:40,887.45,1.01,4.28,113.7,0.2468,24.388,67.5,18,1591.2,0,4.339
18243,04-08-2015 12:55,887.05,1.76,4.28,119.3,0.2464,25.065,68.9,19,2243.7,0,4.345
18244,04-08-2015 13:10,886.75,1.51,4.03,122.1,0.246,25.695,69,19.6,1923.7,0,4.351
18245,04-08-2015 13:25,886.45,2.27,5.29,130.6,0.246,25.307,67,18.8,1896.2,0,4.339
18246,04-08-2015 13:40,886.45,2.52,5.79,127.8,0.2456,25.21,68.9,19.1,1981.2,0,4.351
18247,04-08-2015 13:55,886.25,2.52,5.29,130.6,0.2456,24.388,71.4,18.9,1848.7,0,4.339
18248,04-08-2015 14:10,886.05,2.52,6.55,141.8,0.2456,25.137,71.1,19.6,2253.7,0,4.345
18249,04-08-2015 14:25,886.05,2.27,6.04,130.6,0.2452,23.184,74.6,18.4,1093.7,0,4.363
18250,04-08-2015 14:40,885.95,2.27,5.29,136.2,0.2449,22.8,76.8,18.5,726.2,0,4.339
18251,04-08-2015 14:55,885.95,2.27,5.04,134.8,0.2449,24.243,74.7,19.5,1501.2,0,4.351
18252,04-08-2015 15:10,885.85,2.01,4.53,134.8,0.2445,23.978,73.8,19,1896.2,0,4.339
18253,04-08-2015 15:25,885.85,2.52,5.29,134.8,0.2441,24.195,72.4,18.9,1503.7,0,4.339
18254,04-08-2015 15:40,885.95,2.01,5.54,133.4,0.2449,22.154,79,18.4,656.2,0,4.345
18255,04-08-2015 15:55,885.95,2.52,5.29,134.8,0.2445,21.676,80,18.1,446.2,0,4.339
18256,04-08-2015 16:10,885.85,2.01,5.79,134.8,0.2441,21.604,79.2,17.9,348.7,0,4.345
18257,04-08-2015 16:25,886.05,2.01,5.29,127.8,0.2445,21.461,79,17.7,288.7,0,4.351
18258,04-08-2015 16:40,886.45,2.01,4.53,129.2,0.2441,21.103,80,17.5,206.2,0,4.345
18259,04-08-2015 16:55,886.55,1.51,4.53,132,0.2441,20.722,81.1,17.4,163.7,0,4.345
18260,04-08-2015 17:10,886.45,1.76,5.04,127.8,0.2441,20.341,81.6,17.1,173.7,0,4.351
18261,04-08-2015 17:25,886.75,1.51,4.78,120.7,0.2441,19.651,83.8,16.9,46.2,0,4.345
18262,04-08-2015 17:40,886.95,1.26,3.53,124.9,0.2441,19.151,85.6,16.7,11.2,0,4.339
18263,04-08-2015 17:55,887.15,1.26,3.78,127.8,0.2441,18.747,87.6,16.7,1.2,0,4.339
18264,04-08-2015 18:10,887.35,1.01,5.04,127.8,0.2437,18.414,89.2,16.6,1.2,0,4.339
18265,04-08-2015 18:25,887.25,1.01,4.03,132,0.2437,18.129,90.2,16.5,1.2,0,4.339
18266,04-08-2015 18:40,887.45,0.76,3.53,124.9,0.2441,17.915,91.3,16.5,1.2,0,4.339
18267,04-08-2015 18:55,887.45,0,2.01,122.1,0.2437,17.701,91.9,16.4,1.2,0,4.339
18268,04-08-2015 19:10,887.45,0.25,2.01,134.8,0.2445,17.605,92.8,16.4,1.2,0,4.339
18269,04-08-2015 19:25,887.65,0.76,3.78,134.8,0.2441,17.558,93,16.4,1.2,0,4.339
18270,04-08-2015 19:40,887.65,0.76,3.27,130.6,0.2445,17.534,93.5,16.5,1.2,0,4.339
18271,04-08-2015 19:55,887.75,0.76,3.78,124.9,0.2441,17.51,93.7,16.5,1.2,0,4.339
18272,04-08-2015 20:10,887.95,0.5,2.77,122.1,0.2441,17.677,93.5,16.6,1.2,0,4.339
18273,04-08-2015 20:25,888.05,0.5,2.77,124.9,0.2437,17.558,93.6,16.5,1.2,0,4.339
18274,04-08-2015 20:40,888.05,0.25,2.27,113.7,0.2441,17.32,94.2,16.4,1.2,0,4.339
18275,04-08-2015 20:55,888.35,0.25,2.01,101.1,0.2441,17.368,94.9,16.6,1.2,0,4.339
18276,04-08-2015 21:10,888.55,0.5,2.52,113.7,0.2441,17.582,94.7,16.7,1.2,0,4.339
18277,04-08-2015 21:25,888.55,0.76,3.27,126.4,0.2441,17.534,94.9,16.7,1.2,0,4.339
18278,04-08-2015 21:40,888.75,0.5,2.77,122.1,0.2441,17.701,95,16.9,1.2,0,4.339
18279,04-08-2015 21:55,888.75,0.76,2.77,119.3,0.2437,17.701,94.7,16.9,1.2,0,4.339
18280,04-08-2015 22:10,888.45,0.5,2.27,122.1,0.2441,17.534,94.7,16.7,1.2,0,4.339
18281,04-08-2015 22:25,888.45,0.25,2.27,119.3,0.2437,17.225,95.4,16.5,1.2,0,4.339
18282,04-08-2015 22:40,888.35,0.5,2.77,124.9,0.2441,17.13,96,16.5,1.2,0,4.369
18283,04-08-2015 22:55,888.25,1.01,4.03,123.5,0.2437,17.296,95.6,16.6,1.2,0,4.333
18284,04-08-2015 23:10,888.25,1.01,5.29,127.8,0.2441,17.701,95.5,17,1.2,0,4.333
18285,04-08-2015 23:25,888.25,1.26,3.53,126.4,0.2441,17.819,95.1,17,1.2,0,4.333
18286,04-08-2015 23:40,888.15,1.01,3.27,115.1,0.2441,17.867,94.5,17,1.2,0,4.333
18287,04-08-2015 23:55,887.95,0.76,3.27,116.5,0.2437,17.772,94.3,16.9,1.2,0,4.333
18288,04-09-2015 00:10,887.75,1.01,3.53,119.3,0.2441,17.843,94.3,16.9,1.2,0,4.333
18289,04-09-2015 00:25,887.55,1.76,4.28,116.5,0.2437,17.915,94,17,1.2,0,4.333
18290,04-09-2015 00:40,887.55,1.01,3.53,117.9,0.2441,17.891,94.1,17,1.2,0,4.345
18291,04-09-2015 00:55,887.35,1.76,4.28,122.1,0.2437,17.701,94.4,16.8,1.2,0,4.333
18292,04-09-2015 01:10,887.25,1.26,4.78,115.1,0.2441,17.701,93.7,16.7,1.2,0,4.333
18293,04-09-2015 01:25,887.35,1.26,3.53,113.7,0.2437,17.629,93.5,16.6,1.2,0,4.333
18294,04-09-2015 01:40,887.35,1.26,4.03,110.9,0.2437,17.677,93.2,16.6,1.2,0,4.333
18295,04-09-2015 01:55,887.25,1.76,5.04,110.9,0.2437,17.605,93.2,16.5,1.2,0,4.333
18296,04-09-2015 02:10,887.25,1.51,5.54,119.3,0.2441,17.486,93.8,16.5,1.2,0,4.333
18297,04-09-2015 02:25,887.25,1.51,4.78,112.3,0.2437,17.486,94,16.5,1.2,0,4.333
18298,04-09-2015 02:40,887.35,1.26,4.53,113.7,0.2441,17.558,93.2,16.5,1.2,0,4.333
18299,04-09-2015 02:55,887.45,1.01,3.78,117.9,0.2437,17.51,93.2,16.4,1.2,0,4.333
18300,04-09-2015 03:10,887.35,1.26,5.29,117.9,0.2437,17.558,92.6,16.4,1.2,0,4.333
18301,04-09-2015 03:25,887.15,1.51,4.78,117.9,0.2434,17.391,93.4,16.3,1.2,0,4.333
18302,04-09-2015 03:40,886.95,1.76,5.29,112.3,0.2437,17.415,93.1,16.3,1.2,0,4.333
18303,04-09-2015 03:55,887.05,1.51,5.04,115.1,0.2437,17.32,93.7,16.3,1.2,0,4.333
18304,04-09-2015 04:10,887.15,1.26,3.78,116.5,0.2437,17.272,94,16.3,1.2,0,4.333
18305,04-09-2015 04:25,887.25,1.01,4.03,124.9,0.2434,17.201,94.6,16.3,1.2,0,4.333
18306,04-09-2015 04:40,887.35,1.51,4.53,124.9,0.2437,17.082,95.1,16.3,1.2,0,4.333
18307,04-09-2015 04:55,887.45,1.26,3.53,120.7,0.2434,17.058,95,16.3,1.2,0,4.333
18308,04-09-2015 05:10,887.45,1.01,4.03,119.3,0.2437,17.058,94.8,16.2,1.2,0,4.333
18309,04-09-2015 05:25,887.75,1.76,4.53,127.8,0.2434,16.939,93.5,15.9,1.2,0,4.333
18310,04-09-2015 05:40,887.85,1.26,5.29,129.2,0.2437,16.487,93.1,15.4,1.2,0,4.333
18311,04-09-2015 05:55,888.05,1.51,5.29,127.8,0.2434,16.725,92.4,15.5,8.7,0,4.327
18312,04-09-2015 06:10,888.15,1.01,3.53,126.4,0.2437,16.749,92.7,15.6,23.7,0,4.339
18313,04-09-2015 06:25,888.55,1.01,4.03,126.4,0.2434,16.82,92.4,15.6,41.2,0,4.327
18314,04-09-2015 06:40,888.55,1.26,4.78,124.9,0.2434,16.749,92.6,15.6,61.2,0,4.333
18315,04-09-2015 06:55,888.55,1.26,3.53,109.5,0.2434,16.939,92.4,15.7,191.2,0,4.339
18316,04-09-2015 07:10,888.65,1.01,3.78,110.9,0.2437,17.486,90.6,16,308.7,0,4.363
18317,04-09-2015 07:25,888.85,1.51,5.54,115.1,0.2434,17.843,88.6,16,296.2,0,4.345
18318,04-09-2015 07:40,888.95,1.51,5.04,113.7,0.2434,18.105,86.5,15.8,433.7,0,4.351
18319,04-09-2015 07:55,889.05,2.01,6.04,109.5,0.2434,18.2,86.1,15.9,388.7,0,4.339
18320,04-09-2015 08:10,889.25,1.76,5.54,112.3,0.2434,18.2,85.3,15.7,358.7,0,4.351
18321,04-09-2015 08:25,889.35,1.26,4.28,110.9,0.243,18.414,85.3,15.9,298.7,0,4.351
18322,04-09-2015 08:40,889.45,1.51,5.79,106.7,0.2434,18.438,84.2,15.7,333.7,0,4.345
18323,04-09-2015 08:55,889.45,1.51,4.53,109.5,0.243,18.961,82.4,15.9,498.7,0,4.351
18324,04-09-2015 09:10,889.55,1.51,4.78,108.1,0.2434,19.103,80.5,15.7,578.7,0,4.345
18325,04-09-2015 09:25,889.45,1.51,5.04,102.5,0.243,19.127,80.2,15.7,573.7,0,4.345
18326,04-09-2015 09:40,889.35,1.51,4.78,106.7,0.2434,20.15,78.1,16.2,941.2,0,4.345
18327,04-09-2015 09:55,889.45,1.51,4.78,120.7,0.243,19.246,80.3,15.8,478.7,0,4.351
18328,04-09-2015 10:10,889.35,1.76,4.53,126.4,0.2425,19.27,81,15.9,661.2,0,4.345
18329,04-09-2015 10:25,889.15,1.51,4.28,119.3,0.243,20.126,78.3,16.3,831.2,0,4.351
18330,04-09-2015 10:40,888.95,1.51,5.29,119.3,0.2425,20.126,78,16.2,768.7,0,4.381
18331,04-09-2015 10:55,888.85,0.76,3.78,119.3,0.2425,20.293,76.5,16,798.7,0,4.345
18332,04-09-2015 11:10,888.65,0.5,2.77,80,0.2425,23.472,68.3,17.3,2381.2,0,4.351
18333,04-09-2015 11:25,888.25,1.01,4.28,122.1,0.2425,21.963,68.1,15.8,2418.7,0,4.351
18334,04-09-2015 11:40,888.15,1.01,3.27,119.3,0.2421,22.705,65.8,16,866.2,0,4.345
18335,04-09-2015 11:55,888.15,0.76,3.27,127.8,0.2421,22.489,63.6,15.3,661.2,0,4.351
18336,04-09-2015 12:10,888.05,0.76,3.53,129.2,0.2418,23.521,64.3,16.4,918.7,0,4.339
18337,04-09-2015 12:25,887.95,1.26,4.53,134.8,0.2418,23.016,62.3,15.4,708.7,0,4.345
18338,04-09-2015 12:40,887.65,1.01,4.28,148.8,0.2421,23.424,63.2,16,2323.7,0,4.351
18339,04-09-2015 12:55,887.55,1.51,4.53,126.4,0.2418,24.46,61.1,16.5,2318.7,0,4.339
18340,04-09-2015 13:10,887.55,1.26,4.53,132,0.2414,22.848,62.9,15.4,763.7,0,4.339
18341,04-09-2015 13:25,887.45,1.26,5.29,141.8,0.2414,24.074,59,15.6,973.7,0,4.345
18342,04-09-2015 13:40,887.45,1.01,3.53,133.4,0.241,24.388,58.3,15.7,421.2,0,4.339
18343,04-09-2015 13:55,887.35,1.26,3.78,140.4,0.2406,24.122,59.2,15.7,743.7,0,4.339
18344,04-09-2015 14:10,887.05,1.26,4.53,144.6,0.241,24.847,61,16.8,1966.2,0,4.345
18345,04-09-2015 14:25,887.05,1.26,5.54,154.4,0.2406,24.508,61.5,16.6,896.2,0,4.357
18346,04-09-2015 14:40,886.75,1.01,4.53,148.8,0.2406,23.04,60.1,14.9,1088.7,0,4.339
18347,04-09-2015 14:55,886.85,1.01,4.78,151.6,0.2406,24.532,59.1,16,1568.7,0,4.345
18348,04-09-2015 15:10,886.75,1.26,4.78,151.6,0.2403,24.46,58.8,15.9,1346.2,0,4.351
18349,04-09-2015 15:25,886.65,1.26,3.78,154.4,0.2403,23.809,59.9,15.6,1118.7,0,4.339
18350,04-09-2015 15:40,886.75,1.51,4.28,140.4,0.2399,22.92,62.7,15.4,953.7,0,4.345
18351,04-09-2015 15:55,886.75,1.51,4.03,136.2,0.2399,23.088,56.4,14,811.2,0,4.351
18352,04-09-2015 16:10,886.85,1.01,3.78,139,0.2399,23.016,59.5,14.7,683.7,0,4.339
18353,04-09-2015 16:25,886.95,1.26,3.78,136.2,0.2394,22.8,59.5,14.5,551.2,0,4.345
18354,04-09-2015 16:40,886.95,1.51,4.03,140.4,0.2394,22.106,62.9,14.7,423.7,0,4.351
18355,04-09-2015 16:55,886.85,1.26,4.03,141.8,0.2399,21.748,62.9,14.4,301.2,0,4.339
18356,04-09-2015 17:10,886.85,1.26,4.03,141.8,0.2394,21.199,63.4,14,176.2,0,4.345
18357,04-09-2015 17:25,886.95,1.01,3.02,143.2,0.2394,20.603,65.9,14,66.2,0,4.345
18358,04-09-2015 17:40,887.25,0.25,1.76,147.4,0.2399,19.579,71.3,14.3,11.2,0,4.339
18359,04-09-2015 17:55,887.25,0,1.26,148.8,0.2394,18.889,75.9,14.6,1.2,0,4.357
18360,04-09-2015 18:10,887.45,0,0.76,155.8,0.2394,18.343,79.3,14.7,1.2,0,4.339
18361,04-09-2015 18:25,887.55,0,2.27,153,0.239,18.937,80.2,15.5,1.2,0,4.339
18362,04-09-2015 18:40,887.65,0.76,3.02,147.4,0.2394,19.46,78.8,15.7,1.2,0,4.339
18363,04-09-2015 18:55,887.75,0.76,3.02,136.2,0.2394,19.008,80.8,15.7,1.2,0,4.339
18364,04-09-2015 19:10,887.85,0.25,2.27,134.8,0.2394,18.366,84,15.6,1.2,0,4.339
18365,04-09-2015 19:25,888.15,0.25,3.02,122.1,0.2394,17.986,86.3,15.7,1.2,0,4.339
18366,04-09-2015 19:40,888.25,0,1.76,122.1,0.2394,17.534,88.4,15.6,1.2,0,4.363
18367,04-09-2015 19:55,888.05,0,1.26,106.7,0.239,17.439,90.1,15.8,1.2,0,4.339
18368,04-09-2015 20:10,888.25,0,1.51,108.1,0.2399,17.653,90.7,16.1,1.2,0,4.339
18369,04-09-2015 20:25,888.35,0.25,2.52,115.1,0.239,17.677,91.3,16.3,1.2,0,4.339
18370,04-09-2015 20:40,888.45,0.5,2.77,129.2,0.2394,17.748,91.3,16.3,1.2,0,4.339
18371,04-09-2015 20:55,888.55,0.25,2.27,122.1,0.239,17.32,92.8,16.2,1.2,0,4.339
18372,04-09-2015 21:10,888.45,0,2.27,120.7,0.2394,17.034,94,16.1,1.2,0,4.339
18373,04-09-2015 21:25,888.55,0.25,2.77,119.3,0.239,17.011,94.8,16.2,1.2,0,4.339
18374,04-09-2015 21:40,888.55,0.5,4.03,123.5,0.2394,17.272,94.3,16.4,1.2,0,4.339
18375,04-09-2015 21:55,888.45,1.01,3.53,130.6,0.239,17.439,93.7,16.4,1.2,0,4.339
18376,04-09-2015 22:10,888.55,1.01,3.78,130.6,0.2394,17.558,93.4,16.5,1.2,0,4.333
18377,04-09-2015 22:25,888.45,0.5,2.77,122.1,0.2394,17.558,93.3,16.5,1.2,0,4.333
18378,04-09-2015 22:40,888.25,0.5,2.77,122.1,0.2394,17.249,93.9,16.3,1.2,0,4.333
18379,04-09-2015 22:55,888.15,0.25,2.01,130.6,0.239,16.892,94.7,16.1,1.2,0,4.333
18380,04-09-2015 23:10,888.15,0.25,2.27,139,0.239,16.868,95.3,16.1,1.2,0,4.333
18381,04-09-2015 23:25,888.25,0.25,2.52,132,0.239,16.749,96,16.1,1.2,0,4.333
18382,04-09-2015 23:40,887.95,0.5,2.01,134.8,0.2394,16.725,96.4,16.2,1.2,0,4.333
18383,04-09-2015 23:55,888.05,0.25,2.77,129.2,0.239,16.892,96.8,16.4,1.2,0,4.333
18384,04-10-2015 00:10,887.85,0,1.76,129.2,0.2394,17.011,96.8,16.5,1.2,0,4.333
18385,04-10-2015 00:25,887.85,0.25,3.02,130.6,0.239,17.034,97,16.6,1.2,0,4.333
18386,04-10-2015 00:40,887.75,0,1.26,122.1,0.2394,17.153,97.3,16.7,1.2,0,4.333
18387,04-10-2015 00:55,887.55,0,2.01,122.1,0.239,17.272,97.6,16.9,1.2,0,4.333
18388,04-10-2015 01:10,887.65,0.76,4.03,117.9,0.2394,17.368,97.6,17,1.2,0,4.333
18389,04-10-2015 01:25,887.75,1.01,3.53,115.1,0.239,17.368,96.5,16.8,1.2,0,4.345
18390,04-10-2015 01:40,887.55,0.25,2.52,116.5,0.2394,17.486,96.6,17,1.2,0,4.333
18391,04-10-2015 01:55,887.65,0.5,2.27,126.4,0.239,17.486,96.8,17,1.2,0,4.333
18392,04-10-2015 02:10,887.55,1.01,3.78,123.5,0.2394,17.368,96.6,16.8,1.2,0,4.333
18393,04-10-2015 02:25,887.75,1.26,4.03,110.9,0.239,17.415,95.9,16.8,1.2,0,4.333
18394,04-10-2015 02:40,887.75,0.76,3.27,119.3,0.2394,17.368,95.9,16.7,1.2,0,4.333
18395,04-10-2015 02:55,887.85,0.25,2.27,116.5,0.239,17.344,96.1,16.7,1.2,0,4.333
18396,04-10-2015 03:10,887.95,0,1.51,126.4,0.2394,17.368,96.4,16.8,1.2,0,4.333
18397,04-10-2015 03:25,888.05,1.26,4.28,133.4,0.239,17.058,96.4,16.5,1.2,0,4.333
18398,04-10-2015 03:40,887.95,1.51,4.28,124.9,0.239,16.749,96.2,16.2,1.2,0,4.333
18399,04-10-2015 03:55,888.05,1.26,5.04,133.4,0.239,16.272,96.4,15.7,1.2,0,4.333
18400,04-10-2015 04:10,888.15,2.27,5.79,132,0.239,15.867,95.6,15.2,1.2,0,4.333
18401,04-10-2015 04:25,888.25,2.52,6.3,132,0.2387,15.414,94.4,14.5,1.2,0,4.333
18402,04-10-2015 04:40,888.35,3.02,8.06,129.2,0.239,15.151,92.8,14,1.2,0,4.333
18403,04-10-2015 04:55,888.45,2.52,6.04,129.2,0.2387,14.96,92.2,13.7,1.2,0,4.333
18404,04-10-2015 05:10,888.45,2.01,5.29,127.8,0.239,14.673,93.4,13.6,1.2,0,4.351
18405,04-10-2015 05:25,888.45,1.51,5.04,129.2,0.2387,14.481,93.9,13.5,1.2,0,4.333
18406,04-10-2015 05:40,888.65,1.26,4.53,120.7,0.239,14.409,93.9,13.5,1.2,0,4.333
18407,04-10-2015 05:55,888.85,0.76,3.27,115.1,0.2387,14.433,94.2,13.5,18.7,0,4.333
18408,04-10-2015 06:10,888.85,0.5,3.78,113.7,0.239,14.361,94.6,13.5,53.7,0,4.333
18409,04-10-2015 06:25,888.85,0.76,3.53,117.9,0.2387,14.816,93.6,13.8,93.7,0,4.333
18410,04-10-2015 06:40,888.95,1.26,5.29,120.7,0.239,15.318,92.2,14.1,153.7,0,4.339
18411,04-10-2015 06:55,888.95,1.51,5.04,120.7,0.2387,17.272,87.7,15.2,388.7,0,4.363
18412,04-10-2015 07:10,889.15,2.01,5.79,119.3,0.239,16.272,88.6,14.4,216.2,0,4.351
18413,04-10-2015 07:25,889.05,2.01,5.29,120.7,0.2387,16.582,88.4,14.7,441.2,0,4.369
18414,04-10-2015 07:40,889.15,2.27,6.3,122.1,0.239,17.629,85.3,15.2,631.2,0,4.345
18415,04-10-2015 07:55,889.25,2.01,6.3,119.3,0.2387,17.986,83.1,15.1,663.7,0,4.351
18416,04-10-2015 08:10,889.55,2.01,5.79,119.3,0.239,19.175,79,15.5,891.2,0,4.363
18417,04-10-2015 08:25,889.35,2.01,5.54,123.5,0.239,19.508,77.7,15.5,1271.2,0,4.351
18418,04-10-2015 08:40,889.65,1.76,5.04,109.5,0.2387,19.936,76.2,15.6,913.7,0,4.345
18419,04-10-2015 08:55,889.75,1.76,5.54,108.1,0.239,20.15,74,15.4,1173.7,0,4.345
18420,04-10-2015 09:10,889.65,2.52,6.04,127.8,0.2387,19.841,72.6,14.8,1313.7,0,4.363
18421,04-10-2015 09:25,889.45,2.52,6.55,124.9,0.2383,21.056,70.7,15.5,1186.2,0,4.345
18422,04-10-2015 09:40,889.45,2.27,5.54,122.1,0.2383,21.318,69.8,15.6,1278.7,0,4.351
18423,04-10-2015 09:55,889.45,2.01,5.29,122.1,0.2383,21.581,68.4,15.5,1713.7,0,4.357
18424,04-10-2015 10:10,889.35,2.27,5.54,126.4,0.2379,21.557,69.7,15.8,1406.2,0,4.345
18425,04-10-2015 10:25,889.55,2.27,5.29,115.1,0.2374,22.776,69,16.8,1383.7,0,4.351
18426,04-10-2015 10:40,889.45,1.51,4.28,103.9,0.2379,22.92,65.8,16.2,1396.2,0,4.339
18427,04-10-2015 10:55,889.35,1.51,4.03,113.7,0.2374,22.968,65.8,16.2,1058.7,0,4.345
18428,04-10-2015 11:10,889.25,1.76,5.29,126.4,0.2371,22.226,66.4,15.7,1271.2,0,4.357
18429,04-10-2015 11:25,889.05,1.76,4.78,127.8,0.2371,22.369,67.9,16.2,1223.7,0,4.345
18430,04-10-2015 11:40,888.85,1.51,4.28,129.2,0.2371,22.8,65.3,16,1568.7,0,4.351
18431,04-10-2015 11:55,888.65,1.51,4.53,126.4,0.2371,23.472,64,16.3,1413.7,0,4.345
18432,04-10-2015 12:10,888.35,1.51,4.53,132,0.2371,23.256,64.7,16.3,1321.2,0,4.351
18433,04-10-2015 12:25,888.25,2.01,5.79,127.8,0.2367,23.328,64.8,16.4,1351.2,0,4.345
18434,04-10-2015 12:40,888.05,1.76,4.28,130.6,0.2363,24.171,63.3,16.8,1258.7,0,4.345
18435,04-10-2015 12:55,887.95,1.76,4.78,134.8,0.2363,23.497,63.1,16.1,1048.7,0,4.357
18436,04-10-2015 13:10,887.85,1.76,4.78,130.6,0.2367,23.569,63.9,16.4,1218.7,0,4.345
18437,04-10-2015 13:25,887.85,1.51,4.28,129.2,0.2363,23.448,64.1,16.3,1151.2,0,4.351
18438,04-10-2015 13:40,887.55,1.26,4.53,129.2,0.2363,23.4,64.5,16.3,1331.2,0,4.345
18439,04-10-2015 13:55,887.45,1.26,4.03,136.2,0.2358,25.089,60.1,16.8,1373.7,0.25,4.345
18440,04-10-2015 14:10,887.45,1.01,3.78,127.8,0.2358,23.857,61.7,16.1,788.7,0,4.339
18441,04-10-2015 14:25,887.45,1.51,4.03,123.5,0.2355,24.195,61.4,16.3,1013.7,0,4.345
18442,04-10-2015 14:40,887.05,1.51,4.03,130.6,0.2355,23.28,63.8,16.1,841.2,0,4.351
18443,04-10-2015 14:55,887.05,1.26,3.78,127.8,0.2351,23.208,63.8,16,728.7,0,4.339
18444,04-10-2015 15:10,886.95,1.01,3.78,124.9,0.2355,23.448,62.9,16,1196.2,0,4.345
18445,04-10-2015 15:25,886.95,1.01,3.78,123.5,0.2351,23.136,64.4,16.1,633.7,0,4.357
18446,04-10-2015 15:40,886.85,0.76,3.27,134.8,0.2351,22.824,65.3,16,428.7,0,4.345
18447,04-10-2015 15:55,886.85,0.76,3.27,126.4,0.2351,22.776,65.5,16,421.2,0,4.345
18448,04-10-2015 16:10,886.85,0.25,3.02,130.6,0.2351,22.633,66.2,16,363.7,0,4.351
18449,04-10-2015 16:25,886.75,0.76,3.78,129.2,0.2351,22.13,67.7,15.9,293.7,0,4.345
18450,04-10-2015 16:40,887.05,0.5,3.78,132,0.2347,21.604,69.3,15.8,238.7,0,4.351
18451,04-10-2015 16:55,886.95,0.5,2.77,124.9,0.2347,21.366,71.5,16,173.7,0,4.369
18452,04-10-2015 17:10,887.15,0.5,3.27,129.2,0.2347,21.127,71.5,15.8,81.2,0,4.345
18453,04-10-2015 17:25,887.25,0.5,3.53,133.4,0.2347,20.65,72.7,15.6,31.2,0,4.345
18454,04-10-2015 17:40,887.05,0.5,2.77,137.6,0.2347,20.198,74.5,15.5,6.2,0,4.339
18455,04-10-2015 17:55,887.55,0,2.01,143.2,0.2351,19.817,76.4,15.6,1.2,0,4.339
18456,04-10-2015 18:10,887.65,0,1.01,144.6,0.2347,19.746,77.5,15.7,1.2,0,4.339
18457,04-10-2015 18:25,887.75,0,1.26,139,0.2347,19.579,78.2,15.7,1.2,0,4.339
18458,04-10-2015 18:40,887.85,0,2.27,144.6,0.2347,19.484,78.2,15.6,1.2,0,4.339
18459,04-10-2015 18:55,888.05,0,1.76,136.2,0.2347,19.151,79,15.4,1.2,0,4.339
18460,04-10-2015 19:10,888.25,0,2.52,129.2,0.2347,18.652,81.2,15.4,1.2,0,4.339
18461,04-10-2015 19:25,888.35,0,1.51,129.2,0.2347,18.414,82.8,15.5,1.2,0,4.339
18462,04-10-2015 19:40,888.25,0,2.01,112.3,0.2347,18.081,83.9,15.3,1.2,0,4.339
18463,04-10-2015 19:55,888.45,0,2.01,102.5,0.2347,17.582,85.4,15.1,1.2,0,4.339
18464,04-10-2015 20:10,888.45,0,1.26,99.7,0.2344,17.177,86.7,15,1.2,0,4.339
18465,04-10-2015 20:25,888.55,0,0.25,87,0.2351,16.701,88.8,14.9,1.2,0,4.339
18466,04-10-2015 20:40,888.55,0,0.25,88.4,0.2344,16.677,89.3,14.9,1.2,0,4.339
18467,04-10-2015 20:55,888.55,0,0.25,89.9,0.2347,16.463,90.7,15,1.2,0,4.339
18468,04-10-2015 21:10,888.55,0,0.76,66,0.2344,16.249,90.9,14.8,1.2,0,4.339
18469,04-10-2015 21:25,888.45,0,1.26,82.8,0.2351,16.272,92.6,15.1,1.2,0,4.339
18470,04-10-2015 21:40,888.35,0,1.76,103.9,0.2347,16.058,93.6,15,1.2,0,4.339
18471,04-10-2015 21:55,888.45,0.25,2.27,106.7,0.2347,16.463,94.5,15.6,1.2,0,4.339
18472,04-10-2015 22:10,888.25,0.5,2.77,105.3,0.2347,16.701,94.6,15.9,1.2,0,4.339
18473,04-10-2015 22:25,888.45,0.5,3.53,115.1,0.2351,16.701,95,15.9,1.2,0,4.339
18474,04-10-2015 22:40,888.35,0.25,2.77,110.9,0.2347,16.558,95.3,15.8,1.2,0,4.333
18475,04-10-2015 22:55,888.45,0.25,3.53,102.5,0.2347,16.415,95.4,15.7,1.2,0,4.333
18476,04-10-2015 23:10,888.45,0,1.51,109.5,0.2347,16.153,95.6,15.5,1.2,0,4.333
18477,04-10-2015 23:25,888.35,0,1.76,94.1,0.2347,16.225,96.2,15.6,1.2,0,4.333
18478,04-10-2015 23:40,888.35,0.25,1.76,99.7,0.2347,16.153,96.1,15.6,1.2,0,4.333
18479,04-10-2015 23:55,888.15,0.25,2.52,108.1,0.2347,16.058,96.7,15.6,1.2,0,4.333
18480,04-11-2015 00:10,888.15,0.25,3.02,105.3,0.2344,15.963,96.6,15.4,1.2,0,4.333
18481,04-11-2015 00:25,888.05,0.25,1.51,105.3,0.2347,15.819,96.6,15.3,1.2,0,4.333
18482,04-11-2015 00:40,888.05,0.25,2.77,101.1,0.2344,15.867,96.3,15.3,1.2,0,4.333
18483,04-11-2015 00:55,887.95,0.25,2.77,106.7,0.2347,15.7,96,15.1,1.2,0,4.333
18484,04-11-2015 01:10,887.85,0.25,2.01,103.9,0.2347,15.629,96,15,1.2,0,4.333
